,post_text,label
16738,rhaeman madreev omg jembut doesnt alway mean pubic hair sheesh malay languag beauti way,Sentence found to be Depressed
16739,rhaeman madreev know part coconut tree though one top jembut kelapa peopl cook lemakstyl,Sentence found to be Depressed
16740,honestli sure feel anymor life everyth realli,Sentence found to be Depressed
16741,madreev oh god wonder scold,Sentence found to be Depressed
16742, madreev azfarovski sejemput bleach melei,Sentence found to be Depressed
16743,like say sejembut unit measur littl someon scold use yeah ,Sentence found to be Depressed
16744,farhamadh cant rollersk insid head silli,Sentence found to be Depressed
16745,fxrix tri later tak janji boleh jadi ke tak though insuffici skill,Sentence found to be Depressed
16746,haiz relaps back good,Sentence found to be Depressed
16747,shidachipsmor extrem sportz,Sentence found to be Depressed
16748,madreev time adopt,Sentence found to be Depressed
16749,einherjar pagi though,Sentence found to be Depressed
16750,chaldeaprinc mamak alway oppress ignor world,Sentence found to be Depressed
16751, nope,Sentence found to be Depressed
16752,quick sketch ,Sentence found to be Depressed
16753,highlight year inde,Sentence found to be Depressed
16754, azfarovski far wonder surpris birthday present ever thank  awesom gift cherish wi,Sentence found to be Depressed
16755,design toy compani give toy look exactli like birthday wonder surpris ,Sentence found to be Depressed
16756,sometim end open door far greater happi life one never knew exist ,Sentence found to be Depressed
16757,like buy movi ticket seat next one person empti hope cute person sit,Sentence found to be Depressed
16758,marijuanx nobodi ever give compliment usual complet opposit,Sentence found to be Depressed
16759,unbali oh meant deadlin k,Sentence found to be Depressed
16760,unbali dead dream dead dream everywher ahahahahahahha,Sentence found to be Depressed
16761,unbali cri sleep dream panick deadlin,Sentence found to be Depressed
16762,wandayunita nope lone,Sentence found to be Depressed
16763,unbali dont sleep,Sentence found to be Depressed
16764,anthraxxxx manag ,Sentence found to be Depressed
16765,dollahkhair put knifewel simpl ye would help tqvm,Sentence found to be Depressed
16766,cant watch movi alon heaven that like take forev alon thing whole new level,Sentence found to be Depressed
16767,harizhi nopp,Sentence found to be Depressed
16768,siapa ada around mid valley esok jum tengok rogu one friend bail ,Sentence found to be Depressed
16769,cruel ,Sentence found to be Depressed
16770, nurirdhawani anoth senseless act violenc numer case woodland unfortun happen kitti   realli hope ju,Sentence found to be Depressed
16771, nurirdhawani one much yknow ,Sentence found to be Depressed
16772, anashssn kaki ayam actual tangan dia ,Sentence found to be Depressed
16773, harizn azfarovski blend surround well good job,Sentence found to be Depressed
16774,vnndrw sound bout right,Sentence found to be Depressed
16775, vnndrw azfarovski omg luke skyrunn ,Sentence found to be Depressed
16776,lightn blade ,Sentence found to be Depressed
16777,ashrafariff pretend dont know,Sentence found to be Depressed
16778,misi trigger star war fan,Sentence found to be Depressed
16779,ah nevermind busi draw star war fan art today old sketch green midget thingi obi wan ,Sentence found to be Depressed
16780,kqwim brain dead,Sentence found to be Depressed
16781, independ power  earthquak hit papua new guinea ,Sentence found to be Depressed
16782,brain shortcircuit saw someon say tq u,Sentence found to be Depressed
16783,lolipop zombi chainsaw massacr girl ,Sentence found to be Depressed
16784,vnndrw sexual ortient,Sentence found to be Depressed
16785,highzyl awwwh even twitter want us togeth,Sentence found to be Depressed
16786,,Sentence found to be Depressed
16787, kinda amaz actual exist,Sentence found to be Depressed
16788,today found black white supremacist twitter ye,Sentence found to be Depressed
16789, starshadowmag cheeees ,Sentence found to be Depressed
16790,adzirahizan well assum smh swear one day,Sentence found to be Depressed
16791,adzirahizan ask die ,Sentence found to be Depressed
16792,deslack nocturnaltapir nabilahudatahar tell restrict help  women world chariti,Sentence found to be Depressed
16793,qayyumx hananyxnyx high function lah ni mulititask everyth art debat busi sell booti aiceh,Sentence found to be Depressed
16794,nocturnaltapir nabilahudatahar complet fine peopl marri janda poor peopl wife children agre,Sentence found to be Depressed
16795,nabilahudatahar nocturnaltapir bring noth unjust fite,Sentence found to be Depressed
16796, dailymemesuppiy someon grandpar id realli appreci didnt dye hair grey fashion statement ,Sentence found to be Depressed
16797,compens short temper thin patienc ruthless world ,Sentence found to be Depressed
16798, miimow kinda worri nintendo tri warn us someth ,Sentence found to be Depressed
16799,peool underestim level clumsi surpris,Sentence found to be Depressed
16800,dia cari email tu tak jumpa told novemb haritu yahoo kena hack email got delet let hope bs work,Sentence found to be Depressed
16801,asdfghhkljqcijxwkc super import email undo life,Sentence found to be Depressed
16802,swipe far left delet mail thrash like mehopen thrash swipe left accident click delet,Sentence found to be Depressed
16803,dad ask help view one email ipad accident delet ahsajbxoajdoqd,Sentence found to be Depressed
16804, nabiiilllllla last night star war rogu one movi premier starwarsmfc starwarsmi  damn lit ,Sentence found to be Depressed
16805,realiz someth didnt understand malay languag sooth listen russianesq ,Sentence found to be Depressed
16806,bunuh orang awam jihad bunuh diri jihad fuck wrong,Sentence found to be Depressed
16807,gadismaghribi bad like teih mismembuatgadismaghribib,Sentence found to be Depressed
16808,fat finger,Sentence found to be Depressed
16809,lucydiangkasa doesnt exist,Sentence found to be Depressed
16810,cant date dont like pikachu,Sentence found to be Depressed
16811, yep hahaha good choic,Sentence found to be Depressed
16812,like friend specifi need choos one pikajew omg ,Sentence found to be Depressed
16813,welp look like im go today screw,Sentence found to be Depressed
16814,anashssn expand albino armi liddi dunwan nonalbino children lol kid siapa je nak anak dia albino nope,Sentence found to be Depressed
16815,loofranchot stop,Sentence found to be Depressed
16816,anashssn ana doctor studi albin alreadi debunk said even  chanc sure though,Sentence found to be Depressed
16817,moimori lol lightsab long real life least one see onlin,Sentence found to be Depressed
16818,izzo look close like reaaalli reallli close see spec well,Sentence found to be Depressed
16819, izzo azfarovski nice float cloth,Sentence found to be Depressed
16820,lightsab wield photoshop one ,Sentence found to be Depressed
16821,yep still need lightsab jubah jedi muslim af,Sentence found to be Depressed
16822, dead insid,Sentence found to be Depressed
16823,azfarovski look like oh god,Sentence found to be Depressed
16824,text feel like typo someon name  time think twitter peopl ignor ,Sentence found to be Depressed
16825,frvnkvx block,Sentence found to be Depressed
16826,meetthebatman entah said even albino marri albino highest would  chanc never guarante occurr,Sentence found to be Depressed
16827,madreev stop ruin,Sentence found to be Depressed
16828,meetthebatman make babi til hit jackpot,Sentence found to be Depressed
16829,meetthebatman tak semestinya lah ive ask doctor want expand albino armi guarante,Sentence found to be Depressed
16830,sadoudinsado yep major sunburn ,Sentence found to be Depressed
16831, uuu thankyou,Sentence found to be Depressed
16832,hurelainn standard one around  im aim  one sebab chang light colour anyth want,Sentence found to be Depressed
16833,lucydiangkasa ahshahshqh sound way funnier head,Sentence found to be Depressed
16834,warn heartbreak amp depress sad stori thread ,Sentence found to be Depressed
16835,buy lightsab need protect virgin dark side,Sentence found to be Depressed
16836,get ,Sentence found to be Depressed
16837,ok go live hutan bye bye,Sentence found to be Depressed
16838,madreev children cooler lightsab dont think mate,Sentence found to be Depressed
16839,madreev lightsab,Sentence found to be Depressed
16840,farumuru hmmm takda playground sini,Sentence found to be Depressed
16841,nanopl tri hem,Sentence found to be Depressed
16842, madreev azfarovski that wayi much effort protect virgin mate,Sentence found to be Depressed
16843,realli want buy lightsab gonna practic swing goddamn thing around,Sentence found to be Depressed
16844,realli want buy lightsab gonna practic swing goddamn thing around,Sentence found to be Depressed
16845, mynameisntdav mom audit worst say nolaterjudg ur worthless amount nothinglaterm,Sentence found to be Depressed
16846,zdntra sure problem,Sentence found to be Depressed
16847,luciuskorr thank info,Sentence found to be Depressed
16848, pricisionart art teacher shout never use ruler draw straight line show one ever quest,Sentence found to be Depressed
16849,nocturnaltapir johor ,Sentence found to be Depressed
16850,cri etern im cf right,Sentence found to be Depressed
16851,sheikhmustaali gadismaghribi pontian besar specif,Sentence found to be Depressed
16852,ahmadqushairi yeah guess ill tri,Sentence found to be Depressed
16853,zafirazafrin whoop oh god im sorri like one time call friend dad name amp turn dad pass away,Sentence found to be Depressed
16854,surviv without lontong asam peda,Sentence found to be Depressed
16855,zafirazafrin wait what full name though,Sentence found to be Depressed
16856,zafirazafrin wait what full name though,Sentence found to be Depressed
16857,still believ iamyongm  make ,Sentence found to be Depressed
16858,feel  paytforyourdream yong,Sentence found to be Depressed
16859,dont underestim uspaytforyourdream yong,Sentence found to be Depressed
16860, yongtheoneofc fight endpaytforyourdream yong,Sentence found to be Depressed
16861,  sana totoopaytforyourdream yong,Sentence found to be Depressed
16862,  offici taglin todaypaytforyourdream yong ,Sentence found to be Depressed
16863, khaizermuhajil go lang team go tweet paytforyourdream yong,Sentence found to be Depressed
